budget,genres,homepage,id,keywords,original_language,original_title,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_count,vote_average
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.erosentertainment.com/namasteylondon,20360,[],en,Namastey London,"Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India...",1.840511,[],[],3/27/2007,0,128,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,,Namastey London,29,6.6
12500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",,14574,"[{""id"": 1628, ""name"": ""nationalism""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2451, ""name"": ""gas chamber""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3207, ""name"": ""concentration camp prisoner""}]",en,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",34.821223,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Heyday Films"", ""id"": 7364}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/7/2008,20416563,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Lines may divide us, but hope will unite us.",The Boy in the Striped Pyjamas,1451,7.7
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,76617,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11545, ""name"": ""leatherface""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Texas Chainsaw 3D,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",26.497025,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Lions Gate"", ""id"": 6644}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/3/2013,47241945,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil wears many faces.,Texas Chainsaw 3D,465,5.3
175000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.evanalmighty.com/,2698,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1850, ""name"": ""daily life""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 3848, ""name"": ""support""}, {""id"": 5905, ""name"": ""father""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 6603, ""name"": ""baustelle""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 210450, ""name"": ""noah's ark""}]",en,Evan Almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/9/2007,173000000,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy of biblical proportions,Evan Almighty,1151,5.3
6500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.themessengermovie.com/,28089,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 10814, ""name"": ""wounded""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 15087, ""name"": ""iraq war""}]",en,The Messenger,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",8.432401,"[{""name"": ""Oscilloscope Laboratories"", ""id"": 4748}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/13/2009,1521261,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Scars of War Will Last Forever,The Messenger,119,7.1
35000000,"[{""id"": 28, ""name"": ""Action""}]",http://www.maxpaynethemovie.com,13051,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Max Payne,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",25.903237,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Collision Entertainment"", ""id"": 2179}, {""name"": ""Abandon Entertainment"", ""id"": 2724}, {""name"": ""Foxtor Productions"", ""id"": 2725}, {""name"": ""Depth Entertainment"", ""id"": 11995}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",10/15/2008,85416905,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,When a Man Has Lost Everything. He Only has Revenge,Max Payne,613,5.2
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,9042,"[{""id"": 6201, ""name"": ""fall""}, {""id"": 9786, ""name"": ""burned alive""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33782, ""name"": ""diver""}, {""id"": 156125, ""name"": ""swimwear""}]",en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",10.756266,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Cineblue Internationale Filmproduktionsgesellschaft"", ""id"": 26032}, {""name"": ""City Productions"", ""id"": 26033}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/25/2005,15007991,97,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are places man was never meant to go.,The Cave,202,5.1
6500000,"[{""id"": 27, ""name"": ""Horror""}]",http://annabellemovie.com/,250546,"[{""id"": 9675, ""name"": ""prequel""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 10603, ""name"": ""killer doll""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 180691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}]",en,Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",60.225219,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/2014,255273813,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Before the Conjuring, there was Annabelle.",Annabelle,1517,5.6
7200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,46138,"[{""id"": 173959, ""name"": ""machinist""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 186781, ""name"": ""equal pay""}, {""id"": 186782, ""name"": ""discrimination""}, {""id"": 186783, ""name"": ""government minister""}, {""id"": 186784, ""name"": ""sewing machine""}]",en,Made in Dagenham,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",6.138802,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Audley Films LLP"", ""id"": 5729}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Number 9 Films"", ""id"": 11752}, {""name"": ""BMS Finance"", ""id"": 11963}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/11/2010,0,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In the fight for equal rights, an ordinary woman achieves something extraordinary.",Made in Dagenham,94,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9969,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 207317, ""name"": ""christmas""}]",en,Deck the Halls,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,5.952527,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Corduroy Films"", ""id"": 18479}, {""name"": ""All Lit Up Productions"", ""id"": 89633}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/22/2006,47231070,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There glows the neighborhood,Deck the Halls,109,5.1
0,"[{""id"": 18, ""name"": ""Drama""}]",,15013,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 879, ""name"": ""brain tumor""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 15160, ""name"": ""divorce""}]",en,Wah-Wah,"Set at the end of the 1960s, as Swaziland is about to receive independence from United Kingdom, the film follows the young Ralph Compton, at 12, through his parents' traumatic separation, till he's 14. The film is largely based on Richard E. Grant's own experiences as a teenager in Swaziland, where his father was head of education for the British government administration.",2.356244,"[{""name"": ""Reeleyes Film"", ""id"": 1207}, {""name"": ""Wah Film Productions Ltd."", ""id"": 3008}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Loma Nasha"", ""id"": 7646}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",8/17/2005,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every family has its own language,Wah-Wah,8,6.3
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",,841,"[{""id"": 530, ""name"": ""prophecy""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3074, ""name"": ""insurgence""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4234, ""name"": ""guild""}, {""id"": 4235, ""name"": ""duke""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4743, ""name"": ""jihad""}, {""id"": 6074, ""name"": ""spice""}, {""id"": 6091, ""name"": ""war""}, {""id"": 194063, ""name"": ""messiah""}, {""id"": 197602, ""name"": ""denunciation""}]",en,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",25.876582,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/14/1984,30925690,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"A world beyond your experience, beyond your imagination.",Dune,562,6.5
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",,25,"[{""id"": 1589, ""name"": ""sniper""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 5174, ""name"": ""saudi arabia""}, {""id"": 5175, ""name"": ""petrol""}, {""id"": 161236, ""name"": ""golf war""}, {""id"": 188114, ""name"": ""u.s. marine""}]",en,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",32.227223,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Motion Picture KAPPA Produktionsgesellschaft"", ""id"": 19934}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/4/2005,96889998,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Welcome to the suck.,Jarhead,765,6.6
50000000,"[{""id"": 18, ""name"": ""Drama""}]",,9676,"[{""id"": 445, ""name"": ""pornography""}, {""id"": 5446, ""name"": ""observer""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 217324, ""name"": ""murder hunt""}]",en,The Black Dahlia,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.",15.213484,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""Linson Entertainment"", ""id"": 4700}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG III"", ""id"": 10885}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 22443}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/2006,49111202,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inspired by the most notorious unsolved murder in California history.,The Black Dahlia,287,5.7
